Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
8664092,K moři,Petra Soukupová,"Soukupová, Petra",,"=""8072942344""","=""9788072942343""",3,3.91,Host,Paperback,204,2007,2007,2019/10/21,2019/10/11,2019,2019 (#36),read,,,,1,0
35393194,Na konci samoty,Benedict Wells,"Wells, Benedict",Michaela Škultéty,"=""8025906728""","=""9788025906729""",3,4.38,Plus,Hardcover,299,2017,2016,2019/10/10,2019/10/10,2019,2019 (#32),read,,,,1,0
474078,Ali and Nino,Kurban Said,"Said, Kurban",,"=""0385720408""","=""9780385720403""",0,3.92,Anchor Books,Paperback,282,2000,1937,,2019/10/23,to-read,to-read (#20),to-read,,,,0,0
41544726,Exit West,Mohsin Hamid,"Hamid, Mohsin",Markéta Musilová,"=""802071846X""","=""9788020718464""",5,3.74,Odeon,Hardcover,176,2018,2017,2019/10/11,2019/10/10,2019,2019 (#33),read,,,,1,0
96200,"At Swim, Two Boys",Jamie O'Neill,"O'Neill, Jamie",,"=""0743222954""","=""9780743222952""",0,4.11,Scribner,Paperback,562,2003,2001,,2019/10/11,to-read,to-read (#19),to-read,,,,0,0
3103,Maurice,E.M. Forster,"Forster, E.M.",,"=""0393310329""","=""9780393310320""",0,4.08,W. W. Norton  Company,Paperback,256,2005,1971,,2019/10/11,to-read,to-read (#18),to-read,,,,0,0
100247,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,"Potts, Rolf",Timothy Ferriss,"=""0812992180""","=""9780812992182""",4,3.95,Villard Books,Paperback,205,2002,2002,2019/09/27,2019/08/27,2019,2019 (#31),read,,,,1,0
31939918,Vitajte v raji: Reportáž o turistickom priemysle,Jennie Dielemans,"Dielemans, Jennie",Alexandra Debnárová,"=""8089845584""","=""9788089845583""",3,3.64,Absynt,Paperback,224,2016,2009,2019/09/27,2019/09/22,2019,2019 (#30),read,,,,1,0
36616757,"Eli, Eli",Wojciech Tochman,"Tochman, Wojciech",Slavomír Bachura,"=""8089916171""","=""9788089916177""",5,4.12,Absynt,Paperback,144,2017,2013,2019/09/22,2019/09/22,2019,2019 (#29),read,,,,1,0
5853,Half a Life,V.S. Naipaul,"Naipaul, V.S.",,"=""037570728X""","=""9780375707285""",3,3.24,Vintage International,Paperback,224,2009,2001,2019/09/20,2019/08/27,2019,2019 (#28),read,,,,1,0
36373372,Ohio,Stephen Markley,"Markley, Stephen",,"=""1501174479""","=""9781501174476""",0,3.88,Simon & Schuster,Hardcover,484,2018,2018,,2019/08/26,to-read,to-read (#17),to-read,,,,0,0
659807,San Francisco Poems (San Francisco Poet Laureate Series),Lawrence Ferlinghetti,"Ferlinghetti, Lawrence",,"=""1931404011""","=""9781931404013""",4,4.04,City Lights Foundation Books,Paperback,96,2003,1998,2019/08/26,2019/08/26,2019,2019 (#27),read,,,,1,0
28923,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225403""","=""9780571225408""",3,3.54,Faber & Faber,Paperback,320,2005,2000,2019/08/21,2019/08/21,2019,2019 (#26),read,,,,1,0
28239,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,"Theroux, Paul",,"=""0618446877""","=""9780618446872""",5,3.99,Mariner Books,Paperback,485,2004,2002,2019/08/21,2019/08/21,2019,2019 (#25),read,,,,1,0
3398625,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,"Grann, David",,"=""0385513534""","=""9780385513531""",5,3.90,Doubleday/Random House (NY),Hardcover,339,2009,2009,2019/08/21,2019/08/21,2019,2019 (#24),read,,,,1,0
1238594,Drei Frauen,Robert Musil,"Musil, Robert",,"=""3499100649""","=""9783499100642""",0,3.36,Rowohlt Taschenbuch Verlag,Paperback,123,1992,1924,,2018/01/14,2016,2016 (#29),read,,,,1,0
33843597,Vegetariánka,Han Kang,"Kang, Han",Petra Ben-Ari,"=""8020717552""","=""9788020717559""",0,3.64,Odeon,Hardcover,208,2017,2007,,2018/01/06,2017,2017 (#25),read,,,,1,0
347884,Angela's Ashes,Frank McCourt,"McCourt, Frank",,"=""068487217X""","=""9780684872179""",4,4.15,Touchstone,Paperback,460,1999,1996,2019/07/18,2019/06/28,2019,2019 (#23),read,,,,1,0
1573373,Demian: The Story of Emil Sinclair's Youth,Hermann Hesse,"Hesse, Hermann","Michael Roloff, Michael Lebeck","=""0553262467""","=""9780553262469""",5,4.14,Bantam Books ,Mass Market Paperback,142,1981,1919,,2018/01/14,"2015, 2006, 2019","2015 (#3), 2006 (#11), 2019 (#22)",read,,,,2,0
18693763,Everything I Never Told You,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",5,3.84,Penguin Press,Hardcover,297,2014,2014,2019/06/28,2019/06/28,2019,2019 (#21),read,,,,1,0
36576446,Skoncovat s Eddym B.,Édouard Louis,"Louis, Édouard",Sára Vybíralová,"=""8074328694""","=""9788074328695""",4,3.94,Paseka,Hardcover,212,2018,2014,2018/02/17,2018/02/14,2018,2018 (#9),read,,,,1,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,"=""0316055433""","=""9780316055437""",4,3.96,"Little, Brown",Hardcover,771,2013,2013,2019/04/29,2018/10/16,2019,2019 (#20),read,,,,1,0
44668566,Jemná lhostejnost světa,Peter Stamm,"Stamm, Peter",Marta Eich,"=""8025910695""","=""9788025910696""",0,3.40,Plus,Hardcover,120,2019,2018,,2019/04/13,to-read,to-read (#16),to-read,,,,0,0
14781494,The Last Girlfriend on Earth: And Other Love Stories,Simon Rich,"Rich, Simon",,"=""0316219398""","=""9780316219396""",5,3.90,Reagan Arthur Books,Hardcover,213,2013,2013,2019/03/22,2019/03/12,2019,2019 (#19),read,,,,1,0
2458206,Secret Lives of Great Authors,Robert Schnakenberg,"Schnakenberg, Robert",Mario Zucca,"=""1594742111""","=""9781594742118""",5,3.74,Quirk Books,Paperback,304,2008,2008,2019/03/17,2018/10/16,2019,2019 (#18),read,,,,1,0
40174593,Feminists Don't Wear Pink (And Other Lies): Amazing Women on What the F-Word Means to Them,Scarlett Curtis,"Curtis, Scarlett",,"=""""","=""""",3,4.00,Penguin,Kindle Edition,367,2018,2018,2019/03/12,2018/10/13,2019,2019 (#16),read,,,,1,0
32969150,Stay with Me,Ayọ̀bámi Adébáyọ̀,"Adébáyọ̀, Ayọ̀bámi",,"=""0451494601""","=""9780451494603""",4,4.06,Knopf ,Hardcover,260,2017,2017,2019/03/09,2019/02/17,2019,2019 (#15),read,,,,1,0
35099718,So You Want to Talk About Race,Ijeoma Oluo,"Oluo, Ijeoma",,"=""1580056776""","=""9781580056779""",0,4.49,Seal Press,Hardcover,248,2018,2018,,2019/02/21,to-read,to-read (#15),to-read,,,,0,0
39939208,Good and Mad: The Revolutionary Power of Women's Anger,Rebecca Traister,"Traister, Rebecca",,"=""1501181807""","=""9781501181801""",0,4.37,Simon & Schuster,Kindle Edition,320,2018,2018,,2019/03/05,to-read,to-read (#14),to-read,,,,0,0
41387070,Adèle,Leïla Slimani,"Slimani, Leïla",,"=""0525503900""","=""9780525503903""",2,3.40,Penguin Books,Kindle Edition,224,2019,2014,2019/03/02,2018/10/13,2019,2019 (#14),read,,,,1,0
35840657,Heart Berries,Terese Marie Mailhot,"Mailhot, Terese Marie",,"=""1619023342""","=""9781619023345""",4,3.82,Counterpoint Press,Hardcover,143,2018,2018,2019/02/26,2019/01/01,2019,2019 (#13),read,,,,1,0
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""0062498533""","=""9780062498533""",5,4.46,Clarion Books,Hardcover,454,2017,2017,2019/02/24,2019/01/01,2019,2019 (#12),read,,,,1,0
31364727,Holding,Graham Norton,"Norton, Graham",,"=""1444792008""","=""9781444792003""",4,3.83,Hodder & Stoughton,Hardcover,320,2016,2016,2019/02/18,2019/02/06,2019,2019 (#11),read,,,,1,0
355190,Orientalism,Edward W. Said,"Said, Edward W.",,"=""""","=""""",0,4.13,Vintage,Paperback,424,2003,1978,,2019/02/17,to-read,to-read (#13),to-read,,,,0,0
17607,All About Love: New Visions,bell hooks,"hooks, bell",,"=""0688168442""","=""9780688168445""",0,4.02,William Morrow,Hardcover,240,1999,1999,,2019/02/16,to-read,to-read (#12),to-read,,,,0,0
24728470,M Train,Patti Smith,"Smith, Patti",,"=""1101875100""","=""9781101875100""",0,4.02,Knopf,Hardcover,256,2015,2015,,2019/02/16,to-read,to-read (#11),to-read,,,,0,0
30375706,Things We Lost in the Fire,Mariana Enríquez,"Enríquez, Mariana",,"=""045149511X""","=""9780451495112""",5,4.05,Hogarth,Hardcover,192,2017,2016,2019/02/16,2018/10/21,2019,2019 (#10),read,,,,1,0
28259130,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"Manson, Mark",,"=""0062457713""","=""9780062457714""",3,3.87,Harper,Hardcover,212,2016,2016,2019/02/16,2019/02/11,2019,2019 (#9),read,,,,1,0
15823419,The Aftermath,Rhidian Brook,"Brook, Rhidian",,"=""0307361047""","=""9780307361042""",3,3.65,Random House Canada,Paperback,336,2013,2013,,2019/02/06,2019,2019 (#8),read,,,,2,0
30971749,A Line Made By Walking,Sara Baume,"Baume, Sara",,"=""0544716957""","=""9780544716957""",0,3.74,Mariner Books,Hardcover,320,2017,2017,,2019/02/06,to-read,to-read (#9),to-read,,,,0,0
29751398,The Power,Naomi Alderman,"Alderman, Naomi",,"=""0670919985""","=""9780670919987""",3,3.75,Viking,Hardcover,341,2017,2016,2019/02/06,2018/10/30,2019,2019 (#7),read,,,,1,0
29405093,The Girl with the Lower Back Tattoo,Amy Schumer,"Schumer, Amy",,"=""1501139886""","=""9781501139888""",2,3.72,Gallery Books,Hardcover,323,2016,2016,2019/01/27,2019/01/17,2019,2019 (#6),read,,,,1,0
18528190,Men Explain Things to Me,Rebecca Solnit,"Solnit, Rebecca",,"=""1608463869""","=""9781608463862""",4,3.83,Haymarket Books,Paperback,130,2014,2014,2019/01/20,2018/12/25,2019,2019 (#5),read,,,,1,0
23915270,"Los hombres que no amaban a las mujeres (Millennium, #1-2)",Sylvain Runberg,"Runberg, Sylvain","José Homs, Olga Marín","=""8415866038""","=""9788415866039""",0,4.35,Planeta,Hardcover,144,2013,2013,,2018/01/14,2014,2014 (#18),read,,,,1,0
23418,The Architecture of Happiness,Alain de Botton,"Botton, Alain de",,"=""0375424431""","=""9780375424434""",5,3.86,Pantheon Books,Hardcover,288,2006,2006,2019/01/17,2018/12/25,2019,2019 (#4),read,,,,1,0
6908613,"Sputnik, má láska",Haruki Murakami,"Murakami, Haruki",Tomáš Jurkovič,"=""8020713034""","=""9788020713032""",0,3.83,Odeon,Hardcover,224,2009,1999,,2018/01/14,2010,2010 (#3),read,,,,1,0
32572166,The Rules Do Not Apply,Ariel Levy,"Levy, Ariel",,"=""0812996933""","=""9780812996937""",3,3.70,Random House,Hardcover,207,2017,2017,2019/01/14,2019/01/14,2019,2019 (#3),read,,,,1,0
17978191,Nothing Holds Back the Night,Delphine de Vigan,"Vigan, Delphine de",George Miller,"=""1620404850""","=""9781620404850""",5,4.34,Bloomsbury USA,Paperback,352,2014,2011,2019/01/06,2018/12/27,2019,2019 (#2),read,,,,1,0
37561958,Čas žitia a čas umierania,Erich Maria Remarque,"Remarque, Erich Maria",,"=""8022013145""","=""""",0,4.44,,Hardcover,304,2005,1954,,2018/02/16,2001,2001 (#3),read,,,,0,0
17911868,Jinací,Taras Prokhasko,"Prokhasko, Taras",,"=""8074650251""","=""9788074650253""",0,3.82,Pavel Mervart,Hardcover,208,2013,2005,,2019/01/04,to-read,to-read (#8),to-read,,,,0,0
39291660,Baba Dunja's Last Love,Alina Bronsky,"Bronsky, Alina",Tim Mohr,"=""1609453409""","=""9781609453404""",4,4.11,Europa Editions,Kindle Edition,192,2019,2015,2019/01/01,2018/12/29,2019,2019 (#1),read,,,,1,0
19547856,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,"Albertalli, Becky",,"=""0062348671""","=""9780062348678""",0,4.14,Balzer + Bray,Hardcover,320,2015,2015,2018/12/29,2018/12/29,2018,2018 (#52),read,,,,1,0
37757136,Antigona,Sophocles,"Sophocles, Sophocles",,"=""""","=""9788080619329""",0,3.68,Vydavateľstvo Spolku slovenských spisovateľov,Hardcover,79,2016,-441,,2018/02/16,2001,2001 (#5),read,,,,0,0
38496508,"Can We All Be Feminists?: New Writing from Brit Bennett, Nicole Dennis-Benn, and 15 Others on Intersectionality, Identity, and the Way Forward for Feminism",June Eric-Udorie,"Eric-Udorie, June",,"=""0143132377""","=""9780143132370""",4,4.26,Penguin Books,Paperback,288,2018,2018,2018/12/27,2018/12/25,2018,2018 (#51),read,,,,1,0
11486,The Color Purple,Alice Walker,"Walker, Alice",,"=""""","=""""",0,4.27,Pocket,Paperback,295,2004,1982,,2018/12/26,to-read,to-read (#7),to-read,,,,0,0
30407998,A Separation,Katie Kitamura,"Kitamura, Katie",,"=""039957610X""","=""9780399576102""",2,3.04,Riverhead Books,Hardcover,231,2017,2017,2018/12/25,2018/12/23,2018,2018 (#50),read,,,,1,0
23513349,Milk and honey,Rupi Kaur,"Kaur, Rupi",,"=""1502784270""","=""9781502784278""",4,3.96,Createspace Independent Pub,Paperback,204,2014,2014,2018/12/23,2018/12/12,2018,2018 (#49),read,,,,1,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""0399590501""","=""9780399590504""",4,4.47,Random House,Hardcover,352,2018,2018,2018/12/23,2018/12/17,2018,2018 (#48),read,,,,1,0
35570812,The Only Story,Julian Barnes,"Barnes, Julian",,"=""1473554799""","=""9781473554795""",4,3.60,Vintage Digital,ebook,272,2018,2018,2018/12/17,2018/11/18,2018,2018 (#47),read,,,,1,0
33876596,Things a Bright Girl Can Do,Sally Nicholls,"Nicholls, Sally",,"=""1783445254""","=""9781783445257""",0,3.94,Andersen Press,Hardcover,418,2017,2017,,2018/12/14,to-read,to-read (#6),to-read,,,,0,0
25242224,"The Story of the Lost Child (Neapolitan Novels, #4)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""1609452860""","=""9781609452865""",4,4.46,Europa Editions,Paperback,473,2015,2014,2018/12/12,2018/12/07,2018,2018 (#46),read,,,,1,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",5,4.49,Doubleday Canada,Hardcover,289,2016,2016,2018/12/07,2018/11/28,2018,2018 (#45),read,,,,1,0
29771377,Living a Feminist Life,Sara Ahmed,"Ahmed, Sara",,"=""0822363046""","=""9780822363040""",0,4.31,Duke University Press,Hardcover,312,2017,2017,,2018/12/02,to-read,to-read (#5),to-read,,,,0,0
30288282,The Immortalists,Chloe  Benjamin,"Benjamin, Chloe",,"=""0735213186""","=""9780735213180""",3,3.71,G.P. Putnam's Sons,Hardcover,346,2018,2018,2018/11/28,2018/10/13,2018,2018 (#44),read,,,,1,0
35424630,The Lost Flowers of Alice Hart,Holly Ringland,"Ringland, Holly",,"=""1460754336""","=""9781460754337""",3,4.09,HarperCollins Publishers Australia,Paperback,400,2018,2018,2018/11/23,2018/10/14,2018,2018 (#43),read,,,,1,0
23156040,"Those Who Leave and Those Who Stay (Neapolitan Novels, #3)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",3,4.36,Europa Editions,Paperback,418,2014,2013,2018/11/17,2018/11/11,2018,2018 (#42),read,,,,1,0
20588698,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",Lena Dunham,"Dunham, Lena",Joana Avillez,"=""081299499X""","=""9780812994995""",2,3.29,Random House,Hardcover,265,2014,2014,2018/11/11,2018/11/09,2018,2018 (#41),read,,,,1,0
36709372,The Eight Mountains,Paolo Cognetti,"Cognetti, Paolo","Simon Carnell, Erica Segre","=""1501169890""","=""9781501169892""",5,4.11,Washington Square Press,Paperback,224,2019,2016,2018/11/09,2018/10/13,2018,2018 (#40),read,,,,1,0
36336078,"Call Me By Your Name (Call Me By Your Name, #1)",André Aciman,"Aciman, André",,"=""1786495252""","=""9781786495259""",5,4.10,Atlantic Books,Paperback,248,2017,2007,2018/11/06,2018/09/25,2018,2018 (#39),read,,,,1,0
12369449,The Man Who Quit Money,Mark Sundeen,"Sundeen, Mark",,"=""1594485690""","=""9781594485695""",0,3.74,Riverhead,Paperback,260,2012,2012,,2018/11/05,to-read,to-read (#4),to-read,,,,0,0
30687200,The Stranger in the Woods: The Extraordinary Story of the Last True Hermit,Michael Finkel,"Finkel, Michael",Mark Bramhall,"=""1101924926""","=""9781101924921""",4,3.90,Books on Tape,Audio CD,5,2017,2017,2018/11/03,2018/11/03,2018,2018 (#38),read,,,,1,0
41667,"My Side of the Mountain (Mountain, #1)",Jean Craighead George,"George, Jean Craighead",,"=""0142401110""","=""9780142401118""",5,4.10,Puffin Books,Paperback,177,2004,1959,2018/10/26,2018/10/23,2018,2018 (#37),read,,,,1,0
34517032,Lion,Saroo Brierley,"Brierley, Saroo",,"=""0143429353""","=""9780143429357""",3,4.12,Penguin Random House India,Paperback,261,,2013,2018/10/23,2018/10/23,2018,2018 (#36),read,,,,1,0
38330854,The Perfect Nanny,Leïla Slimani,"Slimani, Leïla",Sam Taylor,"=""""","=""""",4,3.40,Penguin Books,Paperback,228,2018,2016,2018/10/21,2018/10/13,2018,2018 (#35),read,,,,1,0
446,The Brooklyn Follies,Paul Auster,"Auster, Paul",,"=""0312426232""","=""9780312426231""",0,3.88,Picador,Paperback,306,2006,2005,,2018/10/20,,,read,,,,1,0
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,"=""0451499077""","=""9780451499073""",2,3.74,Hogarth,Kindle Edition,304,2017,2017,2018/10/20,2018/09/27,2018,2018 (#34),read,,,,1,0
221304,Around the World in 80 Days: Companion to the Pbs Series (Best of the Bbc),Michael Palin,"Palin, Michael",Jan Morris,"=""0912333391""","=""9780912333397""",3,4.04,Bay Books,Paperback,262,1995,1990,2018/10/17,2018/10/16,2018,2018 (#33),read,,,,1,0
17465515,"The Story of a New Name (Neapolitan Novels, #2)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.46,Europa Editions,Paperback,471,2013,2012,2018/10/08,2018/10/08,2018,2018 (#32),read,,,,1,0
36611472,"Zničiť, povedala",Marguerite Duras,"Duras, Marguerite",,"=""8022009113""","=""""",0,3.56,Slovenský spisovateľ,,96,1998,1969,,2018/01/14,"2012, 2004","2012 (#1), 2004 (#32)",read,,,,1,0
35036409,"My Brilliant Friend (Neapolitan Novels, #1)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",4,4.05,Penguin Random House ,Paperback,331,2012,2011,2018/09/25,2018/09/16,2018,2018 (#31),read,,,,1,0
676306,Meanwhile In Another Part Of The Forest: Gay Stories from Alice Munro to Yukio Mishima,Alberto Manguel,"Manguel, Alberto",Craig E. Stephenson,"=""0394280121""","=""9780394280127""",0,3.84,Vintage Canada,Paperback,704,1994,1994,,2018/09/16,to-read,to-read (#3),to-read,,,,0,0
111389,Funny Boy,Shyam Selvadurai,"Selvadurai, Shyam",,"=""015600500X""","=""9780156005005""",3,4.06,Harvest,Paperback,320,1997,1994,2018/09/16,2018/09/06,2018,2018 (#30),read,,,,1,0
29207362,Literární poklesky,Stephen Leacock,"Leacock, Stephen",František Vrba,"=""8073090031""","=""""",5,3.86,Levné knihy,Hardcover,292,2002,1910,2018/04/01,2018/03/13,2018,2018 (#14),read,,,,1,0
18635097,"North of Normal: A Memoir of My Wilderness Childhood, My Unusual Family, and How I Survived Both",Cea Sunrise Person,"Person, Cea Sunrise",,"=""0062289861""","=""9780062289865""",4,4.25,Harper,Hardcover,352,2014,2014,2018/09/09,2018/09/06,2018,2018 (#29),read,,,,1,0
8153434,Alice in Wonderland by Lewis Carroll,Philip Martin McCaulay,"McCaulay, Philip Martin",,"=""1451541171""","=""9781451541175""",0,3.79,Createspace Independent Pub,Paperback,90,2010,2010,2018/09/06,2018/09/06,2018,2018 (#28),read,,,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",3,4.67,Tor Books,Hardcover,1007,2010,2010,2018/08/28,2018/08/25,2018,2018 (#27),read,,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",4,4.32,Scribner,Paperback,288,2006,2005,2018/06/19,2018/05/22,2018,2018 (#26),read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,2018/06/28,2018/05/22,2018,2018 (#25),read,,,,1,0
18693910,Barbarian Days: A Surfing Life,William Finnegan,"Finnegan, William",,"=""1594203474""","=""9781594203473""",5,4.27,Penguin Press,Hardcover,447,2015,2015,2018/08/19,2018/08/13,2018,2018 (#24),read,,,,1,0
80660,We Need to Talk About Kevin,Lionel Shriver,"Shriver, Lionel",,"=""006112429X""","=""9780061124297""",4,4.08,Harper Perennial,Paperback,400,2006,2003,2018/08/21,2018/05/22,2018,2018 (#23),read,,,,1,0
283901,Tristes Tropiques,Claude Lévi-Strauss,"Lévi-Strauss, Claude","John Weightman, Doreen Weightman","=""0140165622""","=""9780140165623""",0,4.14,Penguin,Paperback,417,1992,1955,,2018/08/15,to-read,to-read (#2),to-read,,,,0,0
9572203,"The Snowman (Harry Hole, #7)",Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""0307595862""","=""9780307595867""",0,4.02,Knopf Publishing Group,Mass Market Paperback,383,2011,2007,2018/08/09,2018/07/26,2018,2018 (#22),read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",5,4.00,Vintage Books,Paperback,296,2000,1987,2018/08/03,2018/07/26,2018,2018 (#21),read,,,,1,0
39941,Household Saints,Francine Prose,"Prose, Francine",,"=""0060507276""","=""9780060507275""",2,3.65,Harper Perennial,Paperback,253,2003,1983,2018/07/31,2018/07/26,2018,2018 (#20),read,,,,1,0
6873,In Between the Sheets,Ian McEwan,"McEwan, Ian",,"=""0679749837""","=""9780679749837""",2,3.28,Anchor,Paperback,160,1994,1977,2018/07/26,2018/05/22,2018,2018 (#19),read,,,,1,0
33926,The Girls' Guide to Hunting and Fishing,Melissa Bank,"Bank, Melissa",,"=""0143035479""","=""9780143035473""",3,3.36,Penguin Books,Mass Market Paperback,274,2005,1998,2018/07/25,2018/07/25,2018,2018 (#18),read,,,,1,0
16035128,V apríli,Christina Viragh,"Viragh, Christina",Roman Ručka,"=""8081014322""","=""9788081014321""",2,2.75,Kalligram,Paperback,276,2011,2011,2018/05/02,2018/04/01,2018,2018 (#16),read,,,,1,0
17936472,Nevesta zbojníčka,Margaret Atwood,"Atwood, Margaret",Jana Juráňová,"=""8085549026""","=""9788085549027""",4,3.83,Aspekt,Paperback,704,1998,1993,,2018/04/01,2018,2018 (#15),read,,,,2,0
16053704,You Private Person,Richard Chiem,"Chiem, Richard",,"=""057809892X""","=""9780578098920""",0,4.36,Scrambler Books,Paperback,139,2012,2012,,2018/03/10,to-read,to-read (#1),to-read,,,,0,0
31753271,Jezero,Bianca Bellová,"Bellová, Bianca",,"=""""","=""9788074917714""",4,3.79,Host,Hardcover,192,2016,2016,2018/02/03,2018/01/26,2018,2018 (#7),read,,,,1,0
35653276,Veřejná tajemství,Alice Munro,"Munro, Alice",Zuzana Mayerová,"=""8074328341""","=""9788074328343""",3,4.03,Paseka,Hardcover,280,2015,1994,2018/02/01,2018/01/21,2018,2018 (#6),read,,,,1,0
36861666,Najdlhší deň Adama T.,Patrick Ness,"Ness, Patrick",Michal Jedinák,"=""8055630364""","=""9788055630366""",3,3.64,Vydavateľstvo SLOVART,Hardcover,280,2018,2017,2018/02/18,2018/02/14,2018,2018 (#10),read,,,,1,0
38506841,Přijde Mordor a sežere nás aneb Tajná historie Slovanů,Ziemowit Szczerek,"Szczerek, Ziemowit",Michal Lebduška,"=""8074432505""","=""9788074432507""",5,3.93,Větrné mlýny,Paperback,240,2017,2013,2018/02/24,2018/02/14,2018,2018 (#11),read,,,,1,0
9066061,Say No to Death,Dymphna Cusack,"Cusack, Dymphna",,"=""0207129819""","=""9780207129810""",0,4.25,A & R Classics,Paperback,259,1974,1951,,2018/02/16,,,read,,,,1,0
17245,Dracula,Bram Stoker,"Stoker, Bram","Rubén Toledo, Nina Auerbach, David J. Skal","=""0393970124""","=""9780393970128""",0,4.02,Norton,Paperback,488,1986,1897,,2018/02/16,,,read,,,,1,0
23972325,Princ a bedár,Mark Twain,"Twain, Mark","Tatiana Ruppeldtová, Milan Hůrka, Milan Kopřiva","=""""","=""""",0,3.87,Mladé letá,Hardcover,224,1983,1881,,2018/02/16,,,read,,,,1,0
10274023,Jar Adely Ostrolúckej,Ľudo Zúbek,"Zúbek, Ľudo",,"=""8010006645""","=""9788010006649""",0,3.63,Mladé letá,Hardcover,256,2004,1957,,2018/02/16,,,read,,,,1,0
18484620,Jediná,Klára Jarunková,"Jarunková, Klára",Daniela Zacharová,"=""8085518775""","=""""",0,3.82,Mladé letá,Hardcover,299,1981,1963,,2018/02/16,,,read,,,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",0,3.88,Penguin Books,Paperback,608,2003,1838,,2018/02/16,,,read,,,,0,0
18135,Romeo and Juliet,William Shakespeare,"Shakespeare, William",,"=""0743477111""","=""9780743477116""",0,3.74,Washington Square Press,Mass Market Paperback,281,2002,1597,,2018/02/16,2001,2001 (#6),read,,,,0,0
28363179,Dáma s kaméliami,Alexandre Dumas fils,"fils, Alexandre Dumas",,"=""""","=""""",0,4.04,Slovenský spisovateľ,Paperback,182,1986,1848,,2018/02/16,2001,2001 (#4),read,,,,0,0
7126,The Count of Monte Cristo,Alexandre Dumas,"Dumas, Alexandre",Robin Buss,"=""0140449264""","=""9780140449266""",0,4.32,Penguin Classics,Paperback,1276,2003,1846,,2018/02/16,2001,2001 (#2),read,,,,0,0
16058072,Traja kamaráti,Erich Maria Remarque,"Remarque, Erich Maria",Nora Krausová,"=""""","=""""",0,4.48,Tatran,Hardcover,490,1976,1936,,2018/02/16,2001,2001 (#1),read,,,,0,0
12628755,Dežo Ursiny. Pevniny a vrchy,Marian Jaslovský,"Jaslovský, Marian",,"=""8096752529""","=""9788096752522""",0,4.47,Médiá,Hardcover,338,1997,1997,,2018/02/16,2002,2002 (#22),read,,,,0,0
6483866,Lovci & zberači,Michal Hvorecký,"Hvorecký, Michal",,"=""8089218210""","=""9788089218219""",0,3.36,Marenčin PT,Hardcover,261,2006,2001,,2018/02/16,2002,2002 (#21),read,,,,0,0
21950331,Pánsky flám,Rudolf Sloboda,"Sloboda, Rudolf",,"=""""","=""""",0,3.67,Slovenský spisovateľ,Hardcover,104,1986,1986,,2018/02/16,2002,2002 (#20),read,,,,0,0
12422147,"Zločin plachej lesbičky, Holomráz",Ján Johanides,"Johanides, Ján",Oľga Johanidesová,"=""8085220555""","=""""",0,3.68,Genezis,Paperback,126,1992,1992,,2018/02/16,2002,2002 (#19),read,,,,0,0
1494974,Faust: Faust is Dead,Mark Ravenhill,"Ravenhill, Mark",,"=""0413718409""","=""9780413718402""",0,3.35,Methuen Drama,Paperback,48,1997,1997,,2018/02/16,2002,2002 (#18),read,,,,0,0
